controller,step,time_s,intervened,nominal_u1,nominal_u2,nominal_u3,executed_u1,executed_u2,executed_u3,action_change_norm,slosh_mm,distance_to_goal_m
PD + BRT,188,1.8900,1,-3.1164296,-0.0275851,1.4178329,-0.7460121,-0.1663794,-0.6747411,3.1649661,0.30770,0.390951
PD + BRT,189,1.9000,1,-3.0922990,-0.0222383,1.4388659,0.6181088,0.2352914,1.2105248,3.7263367,0.26780,0.390483
PD + BRT,190,1.9100,1,-3.1089606,-0.0289120,1.4034681,-0.9417984,0.6967117,-1.1417687,3.4207239,0.21482,0.390043
PD + BRT,191,1.9200,1,-3.0789673,-0.0494791,1.4383880,1.7577273,-0.4262177,1.3573589,4.8520217,0.18845,0.389567
PD + BRT,192,1.9300,0,-3.1297889,-0.0365011,1.3985558,-3.1297889,-0.0365011,1.3985558,0.0000000,0.12084,0.389178
PD + BRT,193,1.9400,1,-3.0343556,-0.0351313,1.3572071,0.4244481,0.9680326,-0.4706688,4.0386620,0.01780,0.388612
PD + BRT,194,1.9500,1,-3.0449388,-0.0638930,1.3716493,1.0525867,0.7775589,-0.8132575,4.7192769,0.10037,0.388080
PD + BRT,195,1.9600,1,-3.0744727,-0.0871367,1.3964598,2.3538482,-0.6306319,-2.5792682,6.7504420,0.09714,0.387619
PD + BRT,196,1.9700,0,-3.1432753,-0.0682912,1.4744093,-3.1432753,-0.0682912,1.4744093,0.0000000,0.12199,0.387312
PD + BRT,197,1.9800,1,-3.0476532,-0.0661891,1.4312588,2.3233988,0.3290336,0.4799769,5.4689426,0.14239,0.386825
PD + BRT,198,1.9900,0,-3.1154158,-0.0759937,1.4176357,-3.1154158,-0.0759937,1.4176357,0.0000000,0.15525,0.386465
PD + BRT,199,2.0000,1,-3.0204985,-0.0737137,1.3757784,1.1257038,0.8945723,-0.7382954,4.7537227,0.19782,0.385926
PD + BRT,200,2.0100,1,-3.0522058,-0.1005356,1.3983092,2.4518325,-0.1875137,-2.6387644,6.8264170,0.19067,0.385463
PD + BRT,201,2.0200,0,-3.1239429,-0.0950740,1.4779978,-3.1239429,-0.0950740,1.4779978,0.0000000,0.19837,0.385159
PD + BRT,202,2.0300,1,-3.0289152,-0.0923466,1.4347062,3.0180824,-0.1045890,0.5141937,6.1166716,0.18959,0.384677
PD + BRT,203,2.0400,0,-3.1175363,-0.0893134,1.4200225,-3.1175363,-0.0893134,1.4200225,0.0000000,0.16641,0.384357
PD + BRT,204,2.0500,1,-3.0227118,-0.0867163,1.3780540,0.8065665,0.9201066,-1.3603287,4.8141255,0.14459,0.383859
PD + BRT,205,2.0600,1,-3.0450001,-0.1143834,1.4192055,3.8507183,-3.8518097,-4.1404500,9.6140032,0.15887,0.383424
PD + BRT,206,2.0700,0,-3.1587934,0.0009238,1.5440295,-3.1587934,0.0009238,1.5440295,0.0000000,0.23704,0.383233
PD + BRT,207,2.0800,0,-3.0630884,0.0014218,1.4991406,-3.0630884,0.0014218,1.4991406,0.0000000,0.16194,0.382859
PD + BRT,208,2.0900,1,-2.9696326,0.0018993,1.4552755,0.1946825,1.1204438,0.6197573,3.4586298,0.10090,0.382310
PD + BRT,209,2.1000,1,-2.9733126,-0.0311993,1.4374810,0.6097339,1.1252197,0.1645070,3.9744170,0.17064,0.381774
PD + BRT,210,2.1100,1,-2.9895051,-0.0646705,1.4332123,1.1889945,1.0111489,-0.5071351,4.7309823,0.19714,0.381275
PD + BRT,211,2.1200,1,-3.0232182,-0.0949472,1.4490533,1.5836059,-3.5187497,-5.5620065,9.0609169,0.15994,0.380852
PD + BRT,212,2.1300,0,-3.0690269,0.0104700,1.6166356,-3.0690269,0.0104700,1.6166356,0.0000000,0.16661,0.380566
PD + BRT,213,2.1400,1,-2.9755902,0.0107160,1.5699633,-0.7850075,0.6397018,2.4137568,2.4302804,0.23829,0.380102
PD + BRT,214,2.1500,1,-2.9500742,-0.0079229,1.4990363,0.5100684,1.1224867,0.8727428,3.6935966,0.30502,0.379579
PD + BRT,215,2.1600,1,-2.9632730,-0.0411786,1.4738417,0.9378783,1.0998614,-0.0050028,4.3252668,0.30663,0.379082
PD + BRT,216,2.1700,1,-2.9894290,-0.0739841,1.4747953,1.1219497,-2.0477617,-4.1660376,7.2538424,0.23799,0.378642
PD + BRT,217,2.1800,0,-3.0213151,-0.0125830,1.6005726,-3.0213151,-0.0125830,1.6005726,0.0000000,0.21755,0.378304
PD + BRT,218,2.1900,1,-2.9291451,-0.0118272,1.5541773,0.3825276,0.5972877,2.0980768,3.4108686,0.26072,0.377792
PD + BRT,219,2.2000,1,-2.9385011,-0.0293688,1.4925203,0.6976198,1.0537448,0.3254144,3.9694643,0.25548,0.377286
PD + BRT,220,2.2100,1,-2.9574080,-0.0607275,1.4836106,1.1707461,-0.1519156,-2.0617549,5.4423881,0.18003,0.376821
PD + BRT,221,2.2200,0,-2.9906683,-0.0561297,1.5462424,-2.9906683,-0.0561297,1.5462424,0.0000000,0.15809,0.376442
PD + BRT,222,2.2300,1,-2.8993387,-0.0543753,1.5010388,1.4729016,0.3861275,0.8705503,4.4393740,0.17359,0.375892
PD + BRT,223,2.2400,1,-2.9413345,-0.0658781,1.4757847,0.1396547,-0.1981813,-2.3449447,4.9099865,0.14012,0.375419
PD + BRT,224,2.2500,0,-2.9436491,-0.0599298,1.5468130,-2.9436491,-0.0599298,1.5468130,0.0000000,0.17863,0.374980
PD + BRT,225,2.2600,1,-2.8535111,-0.0580896,1.5015510,1.2862360,0.4915055,0.8960385,4.2197404,0.23784,0.374372
PD + BRT,226,2.2700,1,-2.8896995,-0.0727808,1.4754912,1.3398188,0.5067882,-0.2691564,4.6117806,0.21577,0.373832
PD + BRT,227,2.2800,1,-2.9277766,-0.0880294,1.4841998,-3.7110410,-1.8707271,-0.7167904,2.9386854,0.23650,0.373372
PD + BRT,228,2.2900,1,-2.8146169,-0.0320532,1.5063848,0.7988262,0.7861505,0.8463129,3.7632596,0.31320,0.372722
PD + BRT,229,2.3000,1,-2.8360293,-0.0554077,1.4818134,0.8137165,0.8067014,0.2979570,3.9326065,0.32969,0.372114
PD + BRT,230,2.3100,1,-2.8580737,-0.0795384,1.4735155,0.8303242,0.5818378,-0.4016884,4.1902370,0.28482,0.371553
PD + BRT,231,2.3200,1,-2.8808029,-0.0970853,1.4861408,0.3350268,-1.2282521,-1.8556067,4.7737174,0.19910,0.371047
PD + BRT,232,2.3300,0,-2.8888612,-0.0604447,1.5424583,-2.8888612,-0.0604447,1.5424583,0.0000000,0.17122,0.370581
PD + BRT,233,2.3400,1,-2.8002894,-0.0585906,1.4971983,0.8811427,0.6076105,0.5530583,3.8585186,0.18505,0.369950
PD + BRT,234,2.3500,1,-2.8242593,-0.0767665,1.4813019,0.8372357,0.4761386,-0.1705325,4.0547266,0.14109,0.369367
PD + BRT,235,2.3600,1,-2.8471124,-0.0911204,1.4869957,0.6133584,-0.5042441,-1.3386605,4.4866319,0.05238,0.368837
PD + BRT,236,2.3700,1,-2.8634398,-0.0761573,1.5277612,-2.8675079,-0.0867954,1.5282518,0.0114000,0.02150,0.368357
PD + BRT,237,2.3800,1,-2.7754846,-0.0736151,1.4827813,0.9266341,0.4531903,0.2645717,3.9328413,0.04586,0.367714
PD + BRT,238,2.3900,1,-2.8007991,-0.0872548,1.4753977,0.9005322,0.2430812,-0.4393801,4.1803527,0.02637,0.367124
PD + BRT,239,2.4000,1,-2.8255410,-0.0946812,1.4890738,0.5353757,-0.9643817,-1.5809970,4.6343794,0.08687,0.366593
PD + BRT,240,2.4100,1,-2.8395309,-0.0659311,1.5370812,-2.8610220,-1.6495421,1.5686315,1.5840710,0.11991,0.366111
PD + BRT,241,2.4200,1,-2.7517567,-0.0164315,1.4909103,0.2179870,0.8407742,0.3565716,3.2925527,0.13864,0.365464
PD + BRT,242,2.4300,1,-2.7557998,-0.0413115,1.4807787,0.3574946,0.7304403,0.0576351,3.5090656,0.16627,0.364832
PD + BRT,243,2.4400,1,-2.7640967,-0.0630532,1.4795380,0.4658836,0.5171409,-0.2573856,3.7129910,0.17219,0.364225
PD + BRT,244,2.4500,1,-2.7757416,-0.0785438,1.4877315,0.5535903,0.0850231,-0.6481134,3.9589188,0.16233,0.363652
PD + BRT,245,2.4600,1,-2.7901337,-0.0811743,1.5076941,0.2854815,-0.9879172,-1.0578053,4.1065044,0.17236,0.363120
PD + BRT,246,2.4700,1,-2.7966156,-0.0516329,1.5400714,-0.3337507,-1.1925821,-0.0266300,3.1340106,0.21320,0.362620
PD + BRT,247,2.4800,1,-2.7845984,-0.0157531,1.5417188,-0.7030721,0.6196330,0.4568531,2.4317484,0.23718,0.362107
PD + BRT,248,2.4900,1,-2.7614551,-0.0340020,1.5288589,0.2871860,0.3941813,0.2760364,3.3237202,0.24087,0.361557
PD + BRT,249,2.5000,1,-2.7678990,-0.0456147,1.5213233,0.1945418,0.1225311,-0.2551806,3.4583659,0.24845,0.361025
PD + BRT,250,2.5100,1,-2.7716427,-0.0491591,1.5296615,0.1741917,-0.3307627,-0.3208842,3.4902380,0.26368,0.360511
PD + BRT,251,2.5200,1,-2.7748361,-0.0391303,1.5400149,-0.0849023,-0.3008755,-0.2093040,3.2193742,0.28132,0.360016
PD + BRT,252,2.5300,1,-2.7703118,-0.0299331,1.5470779,0.0000724,0.0820777,0.2109011,3.0778148,0.29334,0.359523
PD + BRT,253,2.5400,1,-2.7683392,-0.0321661,1.5415689,-0.0704208,0.1483966,-0.1090442,3.1679473,0.29772,0.359033
PD + BRT,254,2.5500,1,-2.7642717,-0.0364074,1.5456080,0.4285683,-0.0227107,0.0178104,3.5395737,0.30769,0.358545
PD + BRT,255,2.5600,1,-2.7751794,-0.0355471,1.5458555,-0.9382737,-0.2949366,-0.8993685,3.0693038,0.29745,0.358085
PD + BRT,256,2.5700,1,-2.7451870,-0.0265173,1.5736068,0.6445706,0.2383368,1.4258662,3.4032972,0.27584,0.357588
PD + BRT,257,2.5800,1,-2.7625110,-0.0334287,1.5317732,-0.4217363,0.7071803,-0.7289079,3.3374252,0.25789,0.357116
PD + BRT,258,2.5900,1,-2.7479944,-0.0544555,1.5542886,1.6042293,-0.2766256,0.4997809,4.4836593,0.27449,0.356634
PD + BRT,259,2.6000,0,-2.7941914,-0.0461113,1.5400825,-2.7941914,-0.0461113,1.5400825,0.0000000,0.24749,0.356238
PD + BRT,260,2.6100,1,-2.7087755,-0.0446278,1.4945596,0.3833754,0.7817395,-0.1524277,3.5995622,0.15366,0.355680
PD + BRT,261,2.6200,1,-2.7181439,-0.0679716,1.4994969,0.6625671,0.6519355,-0.5264845,4.0065041,0.11517,0.355150
PD + BRT,262,2.6300,1,-2.7359862,-0.0875785,1.5156829,1.1773001,0.1514985,-1.5163896,4.9562516,0.14624,0.354665
PD + BRT,263,2.6400,1,-2.7694232,-0.0923023,1.5616674,-3.0720294,-0.3184215,1.5959423,0.3793087,0.15230,0.354264
PD + BRT,264,2.6500,1,-2.6756346,-0.0829569,1.5145801,1.1563293,0.6069732,0.1781678,4.1165457,0.17939,0.353685
PD + BRT,265,2.6600,1,-2.7080986,-0.1013076,1.5096989,1.3123294,0.5796705,-0.9056555,4.7393579,0.20726,0.353172
PD + BRT,266,2.6700,1,-2.7454965,-0.1189592,1.5372926,-4.2502594,-3.5605960,-3.2474709,6.0830202,0.25716,0.352744
PD + BRT,267,2.6800,1,-2.6162987,-0.0125161,1.6353171,0.5921483,0.7727549,1.6243902,3.3031654,0.38246,0.352125
PD + BRT,268,2.6900,1,-2.6315401,-0.0353576,1.5878294,0.7438968,0.9755186,1.0358299,3.5665317,0.46843,0.351527
PD + BRT,269,2.7000,1,-2.6514773,-0.0644400,1.5576615,0.7210990,1.0563897,0.4317634,3.7280257,0.49053,0.350965
PD + BRT,270,2.7100,1,-2.6709034,-0.0961454,1.5453994,0.6724671,0.9474713,-0.3701264,3.9920547,0.45210,0.350442
PD + BRT,271,2.7200,1,-2.6890371,-0.1247947,1.5571008,0.3418917,-0.8459200,-2.7460184,5.3125687,0.37277,0.349964
PD + BRT,272,2.7300,0,-2.6974080,-0.0998292,1.6401467,-2.6974080,-0.0998292,1.6401467,0.0000000,0.34604,0.349537
PD + BRT,273,2.7400,1,-2.6146872,-0.0970735,1.5921506,1.2342225,0.4289685,1.1183306,3.9134808,0.33605,0.348951
PD + BRT,274,2.7500,1,-2.6493940,-0.1101591,1.5594685,0.8771682,0.4237022,-0.5518194,4.1447778,0.25405,0.348427
PD + BRT,275,2.7600,1,-2.6736588,-0.1231706,1.5766588,-3.2461329,-0.7969500,1.1251994,0.9927340,0.22465,0.347961
PD + BRT,276,2.7700,1,-2.5744207,-0.0996440,1.5436425,0.8271211,0.5709156,0.3977647,3.6514616,0.24749,0.347313
PD + BRT,277,2.7800,1,-2.5967495,-0.1169902,1.5322168,0.7298046,0.4728616,-0.2108967,3.8016222,0.21480,0.346712
PD + BRT,278,2.7900,1,-2.6163492,-0.1315069,1.5389662,0.5156631,-0.0419286,-1.0108221,4.0396714,0.13655,0.346158
PD + BRT,279,2.8000,1,-2.6296937,-0.1306710,1.5697511,-0.2020940,-2.3466477,-1.6775397,4.6204643,0.05174,0.345647
PD + BRT,280,2.8100,1,-2.6216297,-0.0606809,1.6207354,0.1379591,0.7198883,1.4259517,2.8744667,0.08528,0.345150
PD + BRT,281,2.8200,1,-2.6237469,-0.0822135,1.5789436,-0.6689083,0.3441600,-1.2791214,3.4887998,0.15440,0.344650
PD + BRT,282,2.8300,1,-2.6017060,-0.0926189,1.6180092,1.3880323,-0.9578243,1.7383903,4.0842485,0.24650,0.344131
PD + BRT,283,2.8400,0,-2.6412592,-0.0640328,1.5667983,-2.6412592,-0.0640328,1.5667983,0.0000000,0.31567,0.343677
PD + BRT,284,2.8500,1,-2.5602319,-0.0620673,1.5203780,0.0418205,0.7205909,-0.1775268,3.2040772,0.32047,0.343068
PD + BRT,285,2.8600,1,-2.5591869,-0.0836283,1.5259681,0.1672203,0.5041586,-0.2658547,3.3150291,0.31468,0.342469
PD + BRT,286,2.8700,1,-2.5619352,-0.0988409,1.5342410,0.2409763,0.2624333,-0.3927512,3.4205453,0.29915,0.341887
PD + BRT,287,2.8800,1,-2.5669525,-0.1069018,1.5463713,0.2420215,-0.0367329,-0.5158777,3.4854167,0.27887,0.341327
PD + BRT,288,2.8900,1,-2.5720713,-0.1060381,1.5622705,0.2046689,-0.3633999,-0.5850804,3.5196075,0.26221,0.340791
PD + BRT,289,2.9000,1,-2.5761395,-0.0953649,1.5803447,0.1676344,-0.5747971,-0.5461254,3.5042868,0.25691,0.340278
PD + BRT,290,2.9100,1,-2.5791576,-0.0782748,1.5973616,0.0247888,-0.4755598,-0.3453785,3.2730126,0.26180,0.339785
PD + BRT,291,2.9200,1,-2.5779445,-0.0640454,1.6084591,-0.0468945,-0.0949423,0.0290728,2.9835598,0.26775,0.339303
PD + BRT,292,2.9300,1,-2.5746055,-0.0611390,1.6083850,-0.0092619,0.0800941,-0.0074426,3.0351002,0.26954,0.338823
PD + BRT,293,2.9400,1,-2.5724051,-0.0634652,1.6093924,0.0827763,-0.0147849,-0.0526499,3.1328490,0.27024,0.338347
PD + BRT,294,2.9500,1,-2.5729835,-0.0629618,1.6117494,0.0224058,-0.0351672,-0.2309143,3.1831160,0.27134,0.337881
PD + BRT,295,2.9600,1,-2.5717864,-0.0618445,1.6194575,0.3465566,-0.1097219,0.0337356,3.3216763,0.28099,0.337424
PD + BRT,296,2.9700,1,-2.5803368,-0.0584841,1.6192644,-2.2137656,-0.0311670,-0.3167627,1.9706144,0.23192,0.336989
PD + BRT,297,2.9800,1,-2.5121655,-0.0574591,1.6295712,0.6301503,0.3978488,1.1986831,3.2042344,0.13991,0.336443
PD + BRT,298,2.9900,1,-2.5288863,-0.0692993,1.5944698,0.5852017,0.6179326,0.2378451,3.4655824,0.09508,0.335923
PD + BRT,299,3.0000,1,-2.5444069,-0.0878226,1.5879457,0.4299723,0.4679975,-0.6418990,3.7587330,0.10043,0.335437
PD + BRT,300,3.0100,1,-2.5554075,-0.1019716,1.6077602,1.0250510,-1.2447683,-2.2354975,5.3755279,0.14877,0.334985
PD + BRT,301,3.0200,0,-2.5843658,-0.0648302,1.6755055,-2.5843658,-0.0648302,1.6755055,0.0000000,0.14816,0.334617
PD + BRT,302,3.0300,1,-2.5052648,-0.0628360,1.6263605,0.7848672,0.7437928,0.8914793,3.4663627,0.12059,0.334097
PD + BRT,303,3.0400,1,-2.5267394,-0.0850879,1.6003903,0.6473339,0.9043226,-0.2891656,3.8241465,0.13360,0.333614
PD + BRT,304,3.0500,1,-2.5442655,-0.1123051,1.6096537,0.5201111,-0.3997429,-3.2461903,5.7491083,0.17221,0.333172
PD + BRT,305,3.0600,0,-2.5581231,-0.1005804,1.7076792,-2.5581231,-0.1005804,1.7076792,0.0000000,0.19146,0.332796
PD + BRT,306,3.0700,1,-2.4797556,-0.0977479,1.6577318,1.2532337,0.3836260,1.5704468,3.7649102,0.19824,0.332269
PD + BRT,307,3.0800,1,-2.5152333,-0.1094197,1.6115466,1.1333156,0.9607868,-0.5240664,4.3609738,0.19876,0.331797
PD + BRT,308,3.0900,1,-2.5473855,-0.1384812,1.6278737,-3.2155578,-0.4550948,1.4840274,0.7532531,0.20444,0.331395
PD + BRT,309,3.1000,1,-2.4493160,-0.1252560,1.5840566,0.9523194,0.6058341,0.3346392,3.6968446,0.23536,0.330809
PD + BRT,310,3.1100,1,-2.4756563,-0.1437635,1.5744175,0.8532972,0.6306540,-0.4481798,3.9714675,0.24286,0.330275
PD + BRT,311,3.1200,1,-2.4992385,-0.1631335,1.5881917,0.5923592,0.0793512,-1.9896449,4.7347322,0.22251,0.329796
PD + BRT,312,3.1300,1,-2.5151832,-0.1660861,1.6482968,-4.0220456,-2.3742447,2.2647426,2.7434659,0.24322,0.329374
PD + BRT,313,3.1400,1,-2.3928328,-0.0954408,1.5811638,0.5390314,0.7770954,0.5196878,3.2378817,0.34732,0.328721
PD + BRT,314,3.1500,1,-2.4065270,-0.1188552,1.5659211,0.4646644,0.7842644,0.1741001,3.3161018,0.42136,0.328096
PD + BRT,315,3.1600,1,-2.4181228,-0.1426389,1.5609388,0.3540767,0.7025437,-0.1676807,3.3745444,0.44881,0.327498
PD + BRT,316,3.1700,1,-2.4265175,-0.1641252,1.5661730,0.2383642,0.4974834,-0.5071628,3.4406455,0.43395,0.326926
PD + BRT,317,3.1800,1,-2.4315336,-0.1795963,1.5816230,0.1786411,0.0994822,-0.8469820,3.5761738,0.38518,0.326377
PD + BRT,318,3.1900,1,-2.4348271,-0.1832213,1.6073663,0.1595384,-0.6780530,-1.1288617,3.8029640,0.31073,0.325851
PD + BRT,319,3.2000,1,-2.4376040,-0.1635338,1.6417325,-0.0324711,-1.7684439,-0.8384733,3.8094385,0.22512,0.325352
PD + BRT,320,3.2100,1,-2.4346726,-0.1109923,1.6676077,-0.6452966,0.4565985,0.6019286,2.1586332,0.16299,0.324869
PD + BRT,321,3.2200,1,-2.4133697,-0.1248433,1.6504312,0.4000983,0.1766532,0.2404176,3.1614301,0.11989,0.324349
PD + BRT,322,3.2300,1,-2.4233189,-0.1303857,1.6439708,-1.1036935,-0.3984878,-0.4958739,2.5282850,0.11840,0.323852
PD + BRT,323,3.2400,1,-2.3882549,-0.1187067,1.6595438,0.5540922,0.1134504,0.8111269,3.0710120,0.14192,0.323307
PD + BRT,324,3.2500,1,-2.4027228,-0.1223036,1.6359990,-0.3685195,0.0580799,-0.2700079,2.7934537,0.17373,0.322789
PD + BRT,325,3.2600,1,-2.3896453,-0.1242601,1.6447179,0.2187111,-0.0880501,0.1419423,3.0105097,0.20588,0.322258
PD + BRT,326,3.2700,1,-2.3941312,-0.1218420,1.6411264,-0.4041083,-0.1590616,-0.1390742,2.6703353,0.23541,0.321744
PD + BRT,327,3.2800,1,-2.3799965,-0.1172739,1.6459303,0.0401959,-0.0166343,0.2784435,2.7816327,0.25548,0.321214
PD + BRT,328,3.2900,1,-2.3791308,-0.1169448,1.6382301,-0.2102164,0.0178461,0.0618923,2.6846225,0.26755,0.320689
PD + BRT,329,3.3000,1,-2.3707814,-0.1176450,1.6369641,-0.1324983,0.0336902,0.1784505,2.6758318,0.26706,0.320157
PD + BRT,330,3.3100,1,-2.3647420,-0.1188225,1.6321831,-0.1904683,0.0615246,0.1838963,2.6186879,0.25512,0.319622
PD + BRT,331,3.3200,1,-2.3569574,-0.1208400,1.6271969,-0.1458955,0.0952135,0.1800949,2.6513352,0.23223,0.319079
PD + BRT,332,3.3300,1,-2.3504927,-0.1238787,1.6222831,-0.1459124,0.1099719,0.1562189,2.6578572,0.20059,0.318532
PD + BRT,333,3.3400,1,-2.3440192,-0.1273776,1.6180444,-0.1615642,0.1174479,0.1523464,2.6403258,0.16161,0.317980
PD + BRT,334,3.3500,1,-2.3370678,-0.1311205,1.6138866,-0.1175355,0.1345104,0.1181197,2.6896472,0.11789,0.317423
PD + BRT,335,3.3600,1,-2.3314261,-0.1353967,1.6107205,-0.1122818,0.1373059,0.0822228,2.7083709,0.07260,0.316864
PD + BRT,336,3.3700,1,-2.3259397,-0.1397815,1.6086040,-0.0998801,0.1371394,0.0492625,2.7319539,0.03079,0.316303
PD + BRT,337,3.3800,1,-2.3208241,-0.1441860,1.6074566,-0.0943705,0.1328012,0.0208245,2.7479479,0.02982,0.315741
PD + BRT,338,3.3900,1,-2.3158751,-0.1484847,1.6071494,-0.0693125,0.1289258,-0.0174519,2.7862751,0.06598,0.315179
PD + BRT,339,3.4000,1,-2.3116798,-0.1526907,1.6079829,-0.0697705,0.1152837,-0.0467280,2.7992921,0.10057,0.314619
PD + BRT,340,3.4100,1,-2.3074782,-0.1565099,1.6096947,-0.0609127,0.1008429,-0.0702173,2.8169827,0.12965,0.314061
PD + BRT,341,3.4200,1,-2.3035498,-0.1599152,1.6121180,-0.0705414,0.0821100,-0.0784247,2.8111985,0.15221,0.313505
PD + BRT,342,3.4300,1,-2.2993410,-0.1627748,1.6147979,-0.0816126,0.0667083,-0.0695813,2.7943006,0.16806,0.312952
PD + BRT,343,3.4400,1,-2.2948067,-0.1651850,1.6172251,-0.0747049,0.0592804,-0.0645478,2.7942076,0.17694,0.312400
PD + BRT,344,3.4500,1,-2.2904847,-0.1673815,1.6195115,-0.0856623,0.0498560,-0.0553818,2.7773550,0.17899,0.311850
PD + BRT,345,3.4600,1,-2.2858391,-0.1693030,1.6215328,-0.1168152,0.0413172,-0.0201214,2.7283792,0.17492,0.311301
PD + BRT,346,3.4700,1,-2.2802632,-0.1709741,1.6225035,-0.0911920,0.0496041,-0.0086263,2.7388449,0.16514,0.310752
PD + BRT,347,3.4800,1,-2.2754533,-0.1728978,1.6231300,-0.1186144,0.0446415,0.0042551,2.7055559,0.15037,0.310203
PD + BRT,348,3.4900,1,-2.2698231,-0.1746779,1.6233683,-0.1109754,0.0462720,0.0178358,2.6994772,0.13154,0.309653
PD + BRT,349,3.5000,1,-2.2644191,-0.1765115,1.6231945,-0.0850371,0.0475698,-0.0001914,2.7267747,0.10949,0.309102
PD + BRT,350,3.5100,1,-2.2597916,-0.1783890,1.6235545,-0.1036852,0.0330806,-0.0053815,2.7105253,0.08556,0.308551
PD + BRT,351,3.5200,1,-2.2546089,-0.1798369,1.6240664,-0.0959727,0.0242763,-0.0041372,2.7115345,0.06148,0.308001
PD + BRT,352,3.5300,1,-2.2496572,-0.1810226,1.6245387,-0.1129391,0.0136671,0.0054648,2.6879115,0.04043,0.307450
PD + BRT,353,3.5400,1,-2.2441978,-0.1818902,1.6247203,-0.0972206,0.0119817,0.0044370,2.6967416,0.03126,0.306899
PD + BRT,354,3.5500,1,-2.2392085,-0.1827055,1.6249284,-0.1014025,0.0051603,-0.0007158,2.6922531,0.04175,0.306348
PD + BRT,355,3.5600,1,-2.2340946,-0.1833141,1.6252861,-0.1044161,-0.0014496,0.0001053,2.6851103,0.06058,0.305797
PD + BRT,356,3.5700,1,-2.2288909,-0.1837207,1.6256162,-0.1355078,-0.0086691,0.0239893,2.6416101,0.07951,0.305245
PD + BRT,357,3.5800,1,-2.2227545,-0.1839060,1.6252265,-0.1383472,-0.0031443,0.0456893,2.6215198,0.09613,0.304692
PD + BRT,358,3.5900,1,-2.2165265,-0.1842508,1.6241778,-0.1703687,0.0013452,0.0767028,2.5721366,0.10968,0.304136
PD + BRT,359,3.6000,1,-2.2093306,-0.1847253,1.6221861,-0.1785970,0.0138351,0.1013442,2.5448506,0.12017,0.303575
PD + BRT,360,3.6100,1,-2.2018750,-0.1855704,1.6194370,-0.1943454,0.0250637,0.1206492,2.5141413,0.12830,0.303009
PD + BRT,361,3.6200,1,-2.1939321,-0.1867509,1.6160856,-0.2171462,0.0348270,0.1438912,2.4746990,0.13530,0.302437
PD + BRT,362,3.6300,1,-2.1852875,-0.1882249,1.6120099,-0.2328744,0.0460688,0.1637468,2.4421868,0.14307,0.301858
PD + BRT,363,3.6400,1,-2.1761489,-0.1900391,1.6073072,-0.2391386,0.0578948,0.1730252,2.4229412,0.15354,0.301269
PD + BRT,364,3.6500,1,-2.1667972,-0.1922129,1.6022913,-0.2569584,0.0657906,0.1847646,2.3923695,0.16818,0.300671
PD + BRT,365,3.6600,1,-2.1568851,-0.1946307,1.5968874,-0.2621133,0.0747002,0.1885259,2.3761694,0.18756,0.300063
PD + BRT,366,3.6700,1,-2.1467886,-0.1973244,1.5913320,-0.2681639,0.0814992,0.1887011,2.3610053,0.21107,0.299445
PD + BRT,367,3.6800,1,-2.1364808,-0.2002327,1.5857322,-0.2782056,0.0857560,0.1903561,2.3413780,0.23757,0.298816
PD + BRT,368,3.6900,1,-2.1258407,-0.2032801,1.5800451,-0.2929513,0.0880269,0.1962031,2.3150296,0.26594,0.298175
PD + BRT,369,3.7000,1,-2.1147256,-0.2064080,1.5741440,-0.2975195,0.0912894,0.1967501,2.2995818,0.29492,0.297523
PD + BRT,370,3.7100,1,-2.1034377,-0.2096466,1.5681874,-0.3117453,0.0915796,0.2031021,2.2725222,0.32332,0.296859
PD + BRT,371,3.7200,1,-2.0916874,-0.2129074,1.5620012,-0.3233204,0.0915189,0.2099367,2.2467480,0.35034,0.296181
PD + BRT,372,3.7300,1,-2.0795515,-0.2161794,1.5555706,-0.3334642,0.0909856,0.2167490,2.2216244,0.37520,0.295491
PD + BRT,373,3.7400,1,-2.0670712,-0.2194483,1.5488948,-0.3443271,0.0894762,0.2247658,2.1946752,0.39732,0.294786
PD + BRT,374,3.7500,1,-2.0542226,-0.2226849,1.5419371,-0.3588554,0.0864215,0.2362518,2.1620893,0.41641,0.294068
PD + BRT,375,3.7600,1,-2.0408947,-0.2258423,1.5345918,-0.3701173,0.0835129,0.2470645,2.1318829,0.43239,0.293334
PD + BRT,376,3.7700,1,-2.0271828,-0.2289239,1.5268776,-0.3797281,0.0802890,0.2569866,2.1029367,0.44519,0.292584
PD + BRT,377,3.7800,1,-2.0131350,-0.2319198,1.5188191,-0.3879878,0.0766839,0.2659059,2.0751221,0.45486,0.291818
PD + BRT,378,3.7900,1,-1.9987897,-0.2348178,1.5104451,-0.3949083,0.0726916,0.2735670,2.0486252,0.46152,0.291035
PD + BRT,379,3.8000,1,-1.9841864,-0.2376053,1.5017924,-0.4037592,0.0677271,0.2824258,2.0193644,0.46549,0.290236
PD + BRT,380,3.8100,1,-1.9692659,-0.2402524,1.4928235,-0.4147008,0.0619860,0.2932669,1.9866948,0.46735,0.289419
PD + BRT,381,3.8200,1,-1.9539645,-0.2427346,1.4834778,-0.4135785,0.0584249,0.2954125,1.9684982,0.46747,0.288585
PD + BRT,382,3.8300,1,-1.9386425,-0.2451162,1.4740146,-0.4237765,0.0521144,0.3046517,1.9366400,0.46629,0.287733
